,Concept_ID,en,nl
,,deception,"bedrog"
,,deceit,"bedrog"
,,cheating,"bedrog"
,,anniversary,"verjaardag"
,,party,"verjaardag"
,,intel,"informatie"
,,intelligence,"informatie"
,,sweating,"zweet"
,,sweating,"zweten"
,,sweaty,"zweet"
,,sweaty,"zweten"
,,modus,"modus"
,,mo,"modus"
,,elbows,"elleboog"
,,fun,"grappig"
,,fun,"leuk"
,,fun,"plezier"
,,amusing,"grappig"
,,blowtorch,"fakkel"
,,pirates,"piraat"
,,piracy,"piraat"
,,shotgun,"geweer"
,,coffees,"koffie"
,,latte,"koffie"
,,living,"brood"
,,toast,"brood"
,,strawberries,"aardbei"
,,berry,"aardbei"
,,unit,"eenheid"
,,chicken,"schijterd"
,,chicken,"lafaard"
,,pussy,"schijterd"
,,chickenshit,"schijterd"
,,mob,"menigte"
,,crowds,"menigte"
,,duc,"hertog"
,,lair,"hol"
,,somehow,"manier"
,,how,"manier"
,,knowing,"wetenschap"
,,am,"spijt"
,,sap,"sap"
,,cultural,"cultuur"
,,cultures,"cultuur"
,,why,"reden"
,,imperative,"noodzakelijkheid"
,,imperative,"noodzaak"
,,notice,"order"
,,stick,"stok"
,,cane,"stok"
,,flames,"vlam"
,,look,"kijkt"
,,look,"kijken"
,,see,"kijken"
,,beat,"verslagen"
,,beat,"ritme"
,,rhythms,"ritme"
,,lime,"citroen"
,,lemons,"citroen"
,,mourning,"rouw"
,,grieving,"rouw"
,,moth,"vlinder"
,,butterflies,"vlinder"
,,changing,"verandering"
,,changing,"wisseling"
,,shift,"wisseling"
,,like,"leuk"
,,mom,"moeder"
,,mum,"moeder"
,,harsh,"cru"
,,cru,"cru"
,,protect,"bescherming"
,,protecting,"bescherming"
,,to,"bij"
,,to,"zus"
,,to,"richting"
,,mice,"muis"
,,mousy,"muis"
,,tortoise,"schildpad"
,,turtles,"schildpad"
,,hog,"varken"
,,pork,"varken"
,,outfit,"kostuum"
,,roots,"wortel"
,,anyway,"geval"
,,least,"geval"
,,fast,"hard"
,,bill,"wet"
,,laws,"wet"
,,prank,"grap"
,,eyebrow,"wenkbrauw"
,,eyebrows,"wenkbrauw"
,,tribe,"stam"
,,clan,"stam"
,,tigger,"tijger"
,,tigress,"tijger"
,,streets,"straat"
,,fundamental,"grondbeginsel"
,,tenets,"grondbeginsel"
,,fires,"vuur"
,,attack,"vuur"
,,things,"ding"
,,ding,"ding"
,,threatening,"bedreiging"
,,threatening,"dreigement"
,,threats,"dreiging"
,,threats,"dreigement"
,,aged,"leeftijd"
,,old,"leeftijd"
,,old,"gangetje"
,,experienced,"ervaring"
,,practice,"triangel"
,,practice,"ervaring"
,,stink,"stank"
,,wither,"wegkwijnen"
,,duress,"dwang"
,,coercion,"dwang"
,,act,"daad"
,,act,"actie"
,,honeys,"honing"
,,nectar,"honing"
,,chamber,"kamer"
,,morning,"ochtend"
,,friar,"monnik"
,,monks,"monnik"
,,horses,"paard"
,,horseback,"paard"
,,english,"taal"
,,western,"west"
,,western,"westen"
,,posted,"hoogte"
,,informed,"hoogte"
,,aware,"hoogte"
,,dancer,"dansen"
,,whales,"walvis"
,,whaling,"walvis"
,,pretty,"aardig"
,,gone,"weg"
,,apples,"appel"
,,piano,"vleugel"
,,wings,"vleugel"
,,confidence,"vertrouwen"
,,filth,"viezigheid"
,,dirty,"vuil"
,,dirty,"viezigheid"
,,address,"toespraak"
,,talk,"voordracht"
,,talk,"toespraak"
,,femur,"dij"
,,looking,"kijkt"
,,looks,"kijkt"
,,killer,"moordenaar"
,,assassin,"moordenaar"
,,peppers,"peper"
,,frailty,"zwakheid"
,,military,"leger"
,,forces,"leger"
,,servant,"dienstmeisje"
,,different,"verschil"
,,distinction,"verschil"
,,assault,"misbruik"
,,boyfriend,"vriend"
,,girls,"meisje"
,,is,"rijst"
,,is,"staat"
,,fried,"rijst"
,,true,"waarheid"
,,real,"waarheid"
,,lame,"saai"
,,suspense,"spanning"
,,capes,"cape"
,,truce,"vrede"
,,okay,"vrede"
,,delayed,"vertraging"
,,late,"vertraging"
,,late,"eind"
,,winds,"wind"
,,thumbs,"duim"
,,inch,"duim"
,,board,"directie"
,,management,"directie"
,,corporate,"directie"
,,pontiff,"paus"
,,summertime,"zomer"
,,summers,"zomer"
,,roughness,"ruwheid"
,,harshness,"hardheid"
,,harshness,"ruwheid"
,,ferocity,"ruwheid"
,,on,"hand"
,,wrong,"hand"
,,changes,"verandering"
,,veal,"kalf"
,,kalf,"kalf"
,,desperation,"wanhoop"
,,desperate,"wanhoop"
,,slide,"sheet"
,,sheets,"sheet"
,,sheets,"laken"
,,seat,"bankje"
,,seat,"stoel"
,,blameless,"blaam"
,,fault,"blaam"
,,fault,"schuld"
,,fiddle,"viool"
,,viola,"viool"
,,shoulders,"schouder"
,,dislocated,"schouder"
,,favor,"voordeel"
,,favor,"gunst"
,,favor,"plezier"
,,pleasure,"plezier"
,,want,"wil"
,,want,"eis"
,,wants,"wil"
,,wanna,"wil"
,,publicly,"openbaar"
,,publicly,"publiekelijk"
,,open,"opening"
,,open,"openbaar"
,,open,"publiekelijk"
,,lot,"lot"
,,lot,"stuk"
,,grade,"kwaliteit"
,,qualities,"kwaliteit"
,,cord,"ruggegraat"
,,cord,"snoer"
,,propose,"aanzoek"
,,proposed,"aanzoek"
,,common,"gemeen"
,,mean,"bedoeling"
,,mean,"gemeen"
,,in,"gemeen"
,,hull,"romp"
,,fuselage,"romp"
,,passions,"hartstocht"
,,passions,"passie"
,,passionate,"hartstocht"
,,passionate,"passie"
,,beers,"bier"
,,vessel,"werktuig"
,,instrument,"werktuig"
,,business,"handel"
,,business,"zaak"
,,matter,"zaak"
,,guitars,"gitaar"
,,bass,"gitaar"
,,cuisine,"keuken"
,,cooking,"keuken"
,,centre,"middelpunt"
,,wars,"oorlog"
,,battle,"oorlog"
,,presents,"kado"
,,crowns,"kroon"
,,crowning,"kroon"
,,loans,"lening"
,,mortgage,"lening"
,,backpack,"rugtas"
,,pack,"rugtas"
,,staring,"staart"
,,beef,"vlees"
,,return,"ruil"
,,flight,"vlieg"
,,breathe,"lucht"
,,sequence,"volgorde"
,,sequencing,"volgorde"
,,discovered,"ontdekking"
,,find,"ontdekking"
,,triangles,"triangel"
,,warrant,"bevel"
,,conference,"vergadering"
,,assembly,"vergadering"
,,basically,"principe"
,,principles,"principe"
,,downside,"nadeel"
,,drawback,"nadeel"
,,silverware,"zilver"
,,burial,"begrafenis"
,,funerals,"begrafenis"
,,necks,"nek"
,,auntie,"tante"
,,aunty,"tante"
,,stump,"boomstronk"
,,log,"boomstronk"
,,hearts,"hart"
,,hart,"hart"
,,camera,"lens"
,,contact,"lens"
,,yard,"tuin"
,,backyard,"tuin"
,,handle,"handel"
,,stack,"stapel"
,,bunch,"stapel"
,,grapes,"druif"
,,raisin,"druif"
,,image,"beeld"
,,picture,"beeld"
,,statue,"beeld"
,,play,"stuk"
,,opening,"opening"
,,dish,"schotel"
,,platter,"schoteltje"
,,platter,"schotel"
,,temperature,"koorts"
,,burning,"koorts"
,,nightfall,"schemering"
,,blockade,"blokkade"
,,blockage,"blokkade"
,,side,"zijde"
,,silks,"zijde"
,,masks,"masker"
,,firm,"kantoor"
,,offices,"kantoor"
,,fraud,"oplichter"
,,fraud,"bedrieger"
,,con,"oplichter"
,,instead,"plaats"
,,scene,"plaats"
,,leash,"riem"
,,strap,"riem"
,,scrap,"ijzer"
,,brutal,"wreed"
,,vicious,"wreed"
,,wo,"zal"
,,rage,"kwaadheid"
,,rage,"woede"
,,fury,"woede"
,,candles,"kaars"
,,sack,"zak"
,,aircraft,"vliegtuig"
,,bermuda,"driehoek"
,,triangular,"driehoek"
,,critical,"kritiek"
,,criticize,"kritiek"
,,judgment,"inzicht"
,,style,"mode"
,,spoonful,"lepel"
,,lepel,"lepel"
,,golden,"goud"
,,worthy,"waard"
,,furs,"bont"
,,black,"bont"
,,bosoms,"boezem"
,,breasts,"boezem"
,,spawn,"kuit"
,,eggs,"kuit"
,,gathering,"bijeenkomst"
,,rally,"bijeenkomst"
,,native,"inwoner"
,,her,"haar"
,,she,"haar"
,,reverence,"eerbied"
,,deference,"eerbied"
,,clave,"kloof"
,,rift,"kloof"
,,thorax,"borstkas"
,,cavity,"borstkas"
,,tub,"bad"
,,westen,"westen"
,,system,"lichaam"
,,innocent,"onschuld"
,,needs,"benodigdheid"
,,belly,"maag"
,,gut,"maag"
,,text,"bericht"
,,pool,"pool"
,,polack,"pool"
,,towels,"handdoek"
,,signal,"teken"
,,nation,"volk"
,,nation,"land"
,,trouble,"vloek"
,,trouble,"onlust"
,,missing,"mist"
,,miss,"mist"
,,misses,"mist"
,,brooch,"speld"
,,numbers,"meerderheid"
,,most,"meerderheid"
,,benefit,"voordeel"
,,claim,"eis"
,,claim,"vordering"
,,decide,"besluit"
,,decides,"besluit"
,,oats,"haver"
,,oatmeal,"haver"
,,haver,"haver"
,,mr,"meneer"
,,mister,"meneer"
,,seasons,"seizoen"
,,ocean,"zee"
,,seas,"zee"
,,mindedness,"simpelheid"
,,peaches,"perzik"
,,peachy,"perzik"
,,backing,"steun"
,,gala,"gala"
,,prom,"gala"
,,prom,"bal"
,,bravely,"dapper"
,,you,"vos"
,,you,"lafaard"
,,prins,"prins"
,,berg,"berg"
,,mount,"berg"
,,potatoes,"aardappel"
,,tater,"aardappel"
,,mandible,"kaak"
,,hardness,"hardheid"
,,toughness,"hardheid"
,,rare,"rauw"
,,breakfast,"rauw"
,,strand,"strand"
,,shore,"strand"
,,requisition,"vordering"
,,writing,"papier"
,,enormous,"enorm"
,,very,"enorm"
,,calls,"plicht"
,,obligation,"plicht"
,,voices,"stem"
,,miles,"mijl"
,,leagues,"mijl"
,,menace,"bedreiging"
,,menace,"dreiging"
,,joys,"vreugde"
,,favors,"gunst"
,,ceilings,"plafond"
,,interests,"interesse"
,,testament,"testament"
,,wills,"testament"
,,court,"veld"
,,court,"ede"
,,caution,"ede"
,,vos,"vos"
,,bell,"klok"
,,towards,"richting"
,,clinic,"ziekenhuis"
,,hospitals,"ziekenhuis"
,,mais,"mais"
,,maize,"mais"
,,hot,"hitte"
,,temperatures,"hitte"
,,lamby,"lammetje"
,,risk,"gevaar"
,,wise,"wijsheid"
,,cavern,"grot"
,,grotto,"grot"
,,chef,"bakker"
,,seats,"stoel"
,,around,"rondje"
,,drinks,"rondje"
,,ears,"oor"
,,for,"oor"
,,for,"want"
,,grocery,"groenteboer"
,,because,"want"
,,cos,"want"
,,trail,"spoor"
,,trace,"spoor"
,,futures,"toekomst"
,,celebrity,"beroemd"
,,ask,"vraag"
,,asking,"vraag"
,,metallic,"metaal"
,,metals,"metaal"
,,malice,"boosheid"
,,flavor,"smaak"
,,tastes,"smaak"
,,peasant,"boer"
,,jack,"boer"
,,fleas,"vlo"
,,flee,"vlo"
,,chart,"kaart"
,,fields,"veld"
,,focus,"aandacht"
,,tide,"vloed"
,,pounds,"pond"
,,quid,"pond"
,,training,"opleiding"
,,planet,"aarde"
,,count,"graaf"
,,earl,"graaf"
,,dig,"graaf"
,,fairness,"eerlijkheid"
,,ending,"einde"
,,ends,"einde"
,,methods,"methode"
,,chief,"leider"
,,dandruff,"roos"
,,roos,"roos"
,,choose,"keuze"
,,tears,"traan"
,,teardrop,"traan"
,,pass,"ticket"
,,smelled,"rook"
,,smoking,"rook"
,,memories,"geheugen"
,,months,"jaar"
,,kat,"kat"
,,puss,"kat"
,,bet,"bod"
,,cash,"geld"
,,funds,"geld"
,,fighting,"ruzie"
,,argument,"ruzie"
,,know,"gangetje"
,,along,"gangetje"
,,colon,"darm"
,,intestine,"darm"
,,smallpox,"pokken"
,,chickenpox,"pokken"
,,plate,"schoteltje"
,,donation,"gift"
,,bounty,"gift"
,,nobel,"nobel"
,,nobility,"nobel"
,,kiss,"kussen"
,,kissing,"kussen"
,,bow,"pijl"
,,dart,"pijl"
,,shopping,"winkelen"
,,go,"winkelen"
,,stake,"paal"
,,tower,"mast"
,,gulf,"golf"
,,sharks,"haai"
,,mako,"haai"
,,recently,"recent"
,,recent,"recent"
,,skills,"vaardigheid"
,,spinal,"ruggegraat"
,,sermon,"preek"
,,lecture,"preek"
,,barter,"ruilhandel"
,,bartering,"ruilhandel"
,,dresses,"jurk"
,,prefer,"voorkeur"
,,preference,"voorkeur"
,,preferably,"voorkeur"
,,meet,"ontmoeting"
,,encounter,"ontmoeting"
,,scripture,"bijbel"
,,ducks,"eend"
,,mallard,"eend"
,,smelling,"ruiken"
,,sniff,"ruiken"
,,class,"les"
,,les,"les"
,,move,"actie"
,,assignment,"opdracht"
,,mission,"opdracht"
,,currents,"stroming"
,,named,"naam"
,,names,"naam"
,,patient,"geduld"
,,temper,"geduld"
,,lawns,"gazon"
,,noses,"neus"
,,gauntlet,"handschoen"
,,mitt,"handschoen"
,,supposed,"bedoeling"
,,intention,"bedoeling"
,,gifts,"cadeau"
,,robber,"dief"
,,genius,"eenvoud"
,,veterinary,"dierenarts"
,,state,"staat"
,,says,"staat"
,,gemini,"tweeling"
,,heaven,"hemel"
,,nat,"nat"
,,soaked,"nat"
,,sis,"zus"
,,imposter,"bedrieger"
,,impostor,"bedrieger"
,,heroes,"held"
,,recital,"voordracht"
,,reading,"voordracht"
,,fish,"kikker"
,,toad,"kikker"
,,tart,"taart"
,,steer,"stier"
,,taurus,"stier"
,,fuck,"pot"
,,charges,"klacht"
,,report,"klacht"
,,shorts,"broek"
,,wrap,"sjaal"
,,boxes,"doos"
,,wristwatch,"horloge"
,,watches,"horloge"
,,cheers,"gezondheid"
,,bless,"gezondheid"
,,butchers,"slager"
,,gasoline,"benzine"
,,petrol,"benzine"
,,rains,"regen"
,,raining,"regen"
,,wolves,"wolf"
,,wolfe,"wolf"
,,spike,"pin"
,,atm,"pin"
,,bye,"dag"
,,hi,"dag"
,,hook,"hoek"
,,beaten,"verslagen"
,,nigger,"neger"
,,nigga,"neger"
,,maps,"landkaart"
