,Concept_ID,en,es
,,prize,"premio"
,,problem,"problema"
,,promotion,"ascenso"
,,promotion,"promoción"
,,proof,"evidencía"
,,proof,"comprobación"
,,proof,"facto"
,,proof,"prueba"
,,prove,"probar"
,,prove,"comprobar"
,,pull,"jalar"
,,pull,"arrastrar"
,,pull,"estirar"
,,pull,"enchufe"
,,pump,"bomba"
,,pump,"bombear"
,,punish,"castigar"
,,punishment,"castigo"
,,punishment,"castigación"
,,question,"pregunta"
,,question,"preguntar"
,,rabbit,"conejo"
,,race,"carrera"
,,race,"raza"
,,race,"correr"
,,radio,"radio"
,,rain,"llover"
,,rain,"lluvia"
,,raise,"alzar"
,,raise,"crecer"
,,raise,"criar"
,,raise,"subir"
,,raise,"levantar"
,,rake,"rastrillo"
,,reach,"alcanzar"
,,reach,"extenderse"
,,reaction,"reacción"
,,read,"leer"
,,reality,"realidad"
,,reason,"causa"
,,reason,"razón"
,,recommend,"recomendar"
,,recommend,"sugerir"
,,refuse,"denegar"
,,refuse,"rehusar"
,,refuse,"negar"
,,refuse,"rechazar"
,,relief,"mejoria"
,,relief,"descanso"
,,relief,"alivio"
,,remember,"acuerdo"
,,remember,"recordar"
,,remember,"acordar"
,,rent,"alquilar"
,,rent,"arrendar"
,,rent,"rentar"
,,rent,"renta"
,,repeat,"repetir"
,,report,"informe"
,,report,"ensayo"
,,report,"reportar"
,,report,"reporte"
,,report,"reportaje"
,,rescue,"rescatar"
,,rescue,"salvar"
,,research,"examinar"
,,research,"investigación"
,,research,"investigar"
,,resentment,"resentimiento"
,,respect,"respetar"
,,respect,"respeto"
,,rest,"resto"
,,rest,"descanso"
,,rest,"descansar"
,,rest,"relajar"
,,revolution,"revolución"
,,ride,"paseo"
,,ride,"montar"
,,ring,"timbrar"
,,ring,"anillo"
,,ring,"timbre"
,,ring,"cuadrilátero"
,,ring,"soñar"
,,rinse,"aclarar"
,,rinse,"lavar"
,,rinse,"centrifugar"
,,rinse,"juagar"
,,rinse,"lavito"
,,rinse,"enjuagar"
,,river,"río"
,,road,"calle"
,,road,"camino"
,,road,"carretera"
,,road,"pista"
,,rock,"piedra"
,,rock,"rock"
,,rock,"roca"
,,room,"cuarto"
,,room,"habitación"
,,room,"pieza"
,,room,"salón"
,,run,"correr"
,,salt,"sal"
,,save,"rescatar"
,,save,"salvar"
,,save,"ahorrar"
,,save,"guardar"
,,save,"grabar"
,,say,"decir"
,,school,"escuela"
,,school,"colegio"
,,scream,"grito"
,,scream,"gritar"
,,sea,"mar"
,,sea,"océano"
,,see,"mirar"
,,see,"ver"
,,sell,"vender"
,,send,"enviar"
,,send,"mandar"
,,shadow,"sombra"
,,ship,"enviar"
,,ship,"nave"
,,ship,"barco"
,,ship,"mandar"
,,ship,"bote"
,,shirt,"camisa"
,,shirt,"blusa"
,,shirt,"camiseta"
,,shoot,"fusiar"
,,shoot,"tirar"
,,shoot,"disparar"
,,shout,"grito"
,,shout,"gritar"
,,show,"desfile"
,,show,"presentación"
,,show,"mostrar"
,,show,"enseñar"
,,show,"apuntar"
,,show,"demonstrar"
,,show,"espectaculo"
,,sign,"letrero"
,,sign,"señal"
,,sign,"firmar"
,,sign,"signo"
,,sign,"anuncio"
,,sign,"aviso"
,,sing,"cantar"
,,sister,"hermana"
,,sit,"sentarse"
,,skate,"patinar"
,,skate,"patín"
,,skirt,"falda"
,,skirt,"pollera"
,,sky,"cielo"
,,sleep,"dormir"
,,smell,"oler"
,,smell,"olor"
,,smile,"sonreír"
,,smile,"sonrisa"
,,smoke,"humo"
,,smoke,"fumar"
,,snake,"culebra"
,,snake,"víbora"
,,snake,"serpiente"
,,snow,"nieve"
,,snow,"nevar"
,,soap,"telenovela"
,,soap,"jabón"
,,soldier,"soldado"
,,solution,"solución"
,,song,"canto"
,,song,"canción"
,,soup,"sopa"
,,speak,"hablar"
,,spring,"primavera"
,,stand,"parar"
,,stand,"permanecer"
,,stand,"levantarse"
,,stand,"soportar"
,,stand,"pararse"
,,star,"estrella"
,,statue,"estatua"
,,stay,"estar"
,,stay,"quedarse"
,,stay,"permanecer"
,,stay,"esperar"
,,stick,"palo"
,,stick,"rama"
,,stick,"bastón"
,,stick,"pegar"
,,stone,"piedra"
,,storm,"tormenta"
,,storm,"tempestad"
,,story,"historia"
,,story,"cuento"
,,stove,"cocina"
,,stove,"estufa"
,,stove,"horno"
,,street,"calle"
,,strength,"fuerza"
,,strength,"fortaleza"
,,student,"estudiante"
,,student,"alumno"
,,succeed,"lograr"
,,succeed,"sobresalir"
,,sue,"demandar"
,,sugar,"azúcar"
,,suggestion,"sugestión"
,,suggestion,"consejo"
,,suggestion,"recomendación"
,,suggestion,"sugerencia"
,,summer,"verano"
,,sun,"sol"
,,surprise,"asustar"
,,surprise,"sorpresa"
,,surprise,"sorprender"
,,swallow,"tragar"
,,sweat,"sudar"
,,sweat,"perspirar"
,,sweat,"sudor"
,,sweat,"perspiración"
,,sweep,"limpiar"
,,sweep,"escobar"
,,sweep,"barrer"
,,swim,"nadar"
,,table,"mesa"
,,take,"sacar"
,,take,"llevar"
,,take,"tomar"
,,take,"coger"
,,talent,"talento"
,,talk,"hablar"
,,talk,"charlar"
,,teach,"mostrar"
,,teach,"enseñar"
,,tear,"romper"
,,tear,"tirar"
,,tear,"lágrima"
,,telephone,"teléfono"
,,tell,"decir"
,,tell,"charlar"
,,tell,"contar"
,,tell,"relatar"
,,temper,"temperamento"
,,temper,"humor"
,,temper,"caracter"
,,tent,"tienda"
,,tent,"carpa"
,,test,"probar"
,,test,"examinar"
,,test,"examen"
,,test,"prueba"
,,thank,"agradecer"
,,theory,"teoría"
,,think,"creer"
,,think,"pensar"
,,throw,"tirar"
,,throw,"aventar"
,,throw,"tiro"
,,throw,"lanzar"
,,throw,"arrojar"
,,throw,"lanzamiento"
,,thumb,"dedo"
,,thumb,"pulgar"
,,thunder,"trueno"
,,ticket,"boleto"
,,ticket,"entrada"
,,ticket,"tiquete"
,,tide,"marea"
,,tide,"corriente"
,,tie,"atar"
,,tie,"corbata"
,,tie,"empate"
,,tie,"empatar"
,,tie,"amarrar"
,,tie,"unir"
,,title,"título"
,,toast,"tostada"
,,toast,"tostado"
,,toast,"tostar"
,,toast,"brindis"
,,toast,"brindar"
,,toast,"saludar"
,,toe,"dedo"
,,tongue,"lengua"
,,tooth,"muela"
,,tooth,"diente"
,,touch,"tacto"
,,touch,"tocar"
,,touch,"toque"
,,tower,"torre"
,,town,"ciudad"
,,town,"villa"
,,town,"pueblo"
,,tragedy,"tragedia"
,,train,"tren"
,,transfer,"transferir"
,,transfer,"mover"
,,transfer,"transferencia"
,,transfer,"trasladar"
,,translate,"traducir"
,,translation,"traslación"
,,translation,"traducción"
,,travel,"volar"
,,travel,"viajar"
,,travel,"viaje"
,,tree,"palo"
,,tree,"árbol"
,,trip,"vacación"
,,trip,"viaje"
,,trouble,"problema"
,,trouble,"peligro"
,,truck,"camioneta"
,,truck,"camión"
,,trust,"confiar"
,,trust,"confianza"
,,truth,"verdad"
,,try,"probar"
,,try,"tratar"
,,try,"intento"
,,try,"pretender"
,,try,"juzgar"
,,try,"intentar"
,,tunnel,"tunel"
,,tunnel,"túnel"
,,twist,"torcer"
,,twist,"tornar"
,,twist,"voltear"
,,twist,"torbellino"
,,twist,"doblar"
,,twist,"vuelco"
,,twist,"moverse"
,,uncle,"tío"
,,university,"universidad"
,,value,"valor"
,,vegetable,"vegetal"
,,vegetable,"legumbre"
,,vegetable,"verdura"
,,vehicle,"vehículo"
,,vehicle,"automovil"
,,vehicle,"auto"
,,vehicle,"coche"
,,victim,"víctima"
,,victory,"victoria"
,,victory,"éxito"
,,village,"pueblito"
,,village,"villa"
,,village,"aldea"
,,village,"barrio"
,,village,"poblado"
,,village,"pueblo"
,,violin,"violín"
,,visitor,"visitante"
,,voice,"voz"
,,vote,"voto"
,,vote,"votar"
,,wait,"espera"
,,wait,"esperar"
,,walk,"paseo"
,,walk,"caminar"
,,walk,"camino"
,,wall,"muro"
,,wall,"pared"
,,want,"deseo"
,,want,"desear"
,,want,"pretender"
,,want,"querer"
,,war,"guerra"
,,wash,"lavar"
,,wash,"enjuagar"
,,waste,"gastar"
,,waste,"residuo"
,,waste,"basura"
,,waste,"desperdiciar"
,,waste,"perdida"
,,waste,"desperdicio"
,,watch,"ver"
,,watch,"vigilar"
,,watch,"mirar"
,,watch,"cuidar"
,,watch,"reloj"
,,water,"agua"
,,wave,"onda"
,,wave,"ola"
,,wave,"saludar"
,,wear,"traer"
,,wear,"ponerse"
,,wear,"llevar"
,,wear,"usar"
,,wear,"vestir"
,,week,"semana"
,,whine,"queja"
,,whine,"renegar"
,,whine,"quejarse"
,,whisper,"murmullo"
,,whisper,"murmurar"
,,whisper,"susurrar"
,,whisper,"susurro"
,,wife,"mujer"
,,wife,"esposa"
,,win,"ganar"
,,win,"vencer"
,,wind,"viento"
,,wind,"brisa"
,,window,"ventana"
,,wine,"vino"
,,wing,"ala"
,,winter,"invierno"
,,wish,"deseo"
,,wish,"desear"
,,wish,"esperar"
,,woman,"mujer"
,,wonder,"maravilla"
,,wonder,"pensar"
,,wonder,"dudar"
,,wonder,"preguntarse"
,,wonder,"imaginar"
,,wonder,"extranarse"
,,work,"trabajar"
,,work,"trabajo"
,,write,"escribir"
,,youth,"adolescente"
,,youth,"juventud"
,,youth,"joven"
,,overcoat,"abrigo"
,,boring,"aburrimiento"
,,near,"acercar"
,,accord,"acordar"
,,recall,"acordar"
,,settle,"acordar"
,,deed,"acto"
,,deed,"hecho"
,,certain,"acuerdo"
,,deal,"acuerdo"
,,deal,"negocio"
,,deal,"contrato"
,,divine,"adivinar"
,,foresee,"adivinar"
,,aggregate,"agregar"
,,attach,"agregar"
,,achieve,"alcanzar"
,,achieve,"conseguir"
,,realize,"alcanzar"
,,rug,"alfombra"
,,alleviation,"alivio"
,,greed,"ambición"
,,ad,"anuncio"
,,advertisement,"anuncio"
,,commercial,"anuncio"
,,seem,"aparecer"
,,approximate,"estimar"
,,approximate,"aproximar"
,,note,"apuntar"
,,firearm,"arma"
,,weapon,"arma"
,,armoire,"armario"
,,dresser,"armario"
,,wardrobe,"armario"
,,attend,"asistir"
,,scare,"asustar"
,,bind,"atar"
,,bathroom,"baño"
,,restroom,"baño"
,,shower,"baño"
,,toilet,"baño"
,,dancing,"baile"
,,scale,"balance"
,,pub,"bar"
,,garbage,"basura"
,,trash,"basura"
,,voucher,"boleto"
,,purse,"bolsa"
,,bomb,"bomba"
,,fireman,"bomba"
,,border,"borde"
,,rim,"borde"
,,side,"borde"
,,wood,"bosque"
,,container,"bote"
,,cheer,"brindis"
,,cheers,"brindis"
,,cheers,"salud"
,,cellular,"célula"
,,bedroom,"cuarto"
,,bedroom,"cámara"
,,bedroom,"habitación"
,,chamber,"cámara"
,,lawn,"césped"
,,yard,"césped"
,,slap,"cachete"
,,cafe,"café"
,,warm,"calentar"
,,hot,"calor"
,,warmth,"calor"
,,bus,"camión"
,,path,"camino"
,,way,"camino"
,,blouse,"camisa"
,,padlock,"candado"
,,charge,"cargar"
,,load,"cargar"
,,flesh,"carne"
,,career,"carrera"
,,wed,"casarse"
,,provoke,"causar"
,,downtown,"centro"
,,middle,"centro"
,,cerebrum,"cerebro"
,,chat,"charlar"
,,mingle,"charlar"
,,class,"clase"
,,class,"curso"
,,organization,"club"
,,refuge,"cobija"
,,chef,"cocinero"
,,catch,"coger"
,,grab,"coger"
,,cling,"colgar"
,,meal,"comida"
,,commited,"comité"
,,companionship,"compañía"
,,contest,"competencia"
,,tournament,"competición"
,,purchase,"comprar"
,,meaning,"concepto"
,,consciousness,"conciencia"
,,conduct,"conducir"
,,bunny,"conejo"
,,conference,"conferencia"
,,confide,"confiar"
,,depend,"confiar"
,,meet,"conocer"
,,meet,"encontrar"
,,recognize,"conocer"
,,accomplish,"conseguir"
,,obtain,"obtener"
,,obtain,"conseguir"
,,counseling,"consejo"
,,construct,"construir"
,,lease,"contrato"
,,post,"correo"
,,breed,"criar"
,,fourth,"cuarto"
,,tale,"cuento"
,,beware,"cuidado"
,,careful,"cuidado"
,,caution,"cuidado"
,,fault,"culpa"
,,sin,"culpa"
,,accuse,"culpar"
,,training,"curso"
,,injure,"lastimar"
,,injure,"dañar"
,,injure,"herir"
,,pain,"daño"
,,pain,"doler"
,,wound,"daño"
,,wound,"herir"
,,homework,"deber"
,,owe,"deber"
,,disappoint,"decepcionar"
,,demand,"mandar"
,,demand,"demandar"
,,reject,"denegar"
,,defiance,"desafío"
,,relax,"descansar"
,,nap,"descanso"
,,relaxation,"descanso"
,,finding,"descubrimiento"
,,desire,"deseo"
,,desire,"desear"
,,destination,"destino"
,,destiny,"destino"
,,sketch,"dibujar"
,,address,"dirección"
,,argument,"discusión"
,,discuss,"discutir"
,,amusement,"diversión"
,,enjoyment,"diversión"
,,entertainment,"diversión"
,,amuse,"entretener"
,,amuse,"divertir"
,,divert,"divertir"
,,doubt,"dudar"
,,sweet,"dulce"
,,miliatry,"ejército"
,,military,"ejército"
,,sport,"ejercicio"
,,elect,"elegir"
,,select,"elegir"
,,select,"escoger"
,,start,"empezar"
,,enterprise,"empresa"
,,firm,"empresa"
,,dear,"encanto"
,,delight,"encanto"
,,enchanting,"encanto"
,,enchantment,"encanto"
,,spell,"encanto"
,,spell,"maldición"
,,encounter,"encontrar"
,,cheat,"engañar"
,,mislead,"engañar"
,,trick,"engañar"
,,return,"entregar"
,,host,"entretener"
,,host,"huésped"
,,equilibrium,"equilibrio"
,,writer,"escritorio"
,,spouse,"esposa"
,,sculpture,"estatua"
,,calculate,"estimar"
,,fireplace,"estufa"
,,heater,"estufa"
,,exam,"examen"
,,agitation,"excitación"
,,excitation,"excitación"
,,miss,"fallar"
,,enthusiast,"fanático"
,,fanatic,"fanático"
,,fanatic,"ventilador"
,,happiness,"felicidad"
,,praise,"felicitar"
,,fake,"fingir"
,,feign,"fingir"
,,photo,"fotografía"
,,photography,"fotografía"
,,association,"fundación"
,,gain,"ganar"
,,globe,"globo"
,,yell,"grito"
,,yell,"gritar"
,,guard,"guardar"
,,protect,"guardar"
,,skill,"habilidad"
,,apartment,"habitación"
,,done,"hecho"
,,made,"hecho"
,,right,"hecho"
,,herb,"hierba"
,,weed,"hierba"
,,weed,"pasto"
,,flyer,"hoja"
,,sheet,"hoja"
,,oven,"horno"
,,cavity,"hueco"
,,gap,"hueco"
,,hollow,"hueco"
,,equivalency,"igualdad"
,,imagine,"imaginar"
,,event,"incidente"
,,intend,"pretender"
,,intend,"intentar"
,,intent,"intento"
,,intention,"intento"
,,flooding,"inundación"
,,inundation,"inundación"
,,fabrication,"invento"
,,investigation,"investigación"
,,investigate,"investigar"
,,invited,"invitado"
,,ire,"rabia"
,,ire,"ira"
,,rage,"rabia"
,,rage,"ira"
,,sarcasm,"ironía"
,,beaker,"jarra"
,,jug,"jarra"
,,pitcher,"jarra"
,,vase,"jarra"
,,vase,"vaso"
,,judgement,"juicio"
,,lawsuit,"juicio"
,,combine,"juntar"
,,gather,"juntar"
,,shame,"lástima"
,,lesson,"lectura"
,,reading,"lectura"
,,language,"lengua"
,,lift,"levantar"
,,lime,"limón"
,,bring,"traer"
,,bring,"llevar"
,,battle,"lucha"
,,struggle,"lucha"
,,medic,"médico"
,,physician,"médico"
,,damn,"maldición"
,,damnation,"maldición"
,,doom,"maldición"
,,swear,"maldición"
,,command,"mandar"
,,manage,"manejar"
,,maintain,"mantener"
,,maintain,"permanecer"
,,brand,"marca"
,,dial,"marca"
,,measurement,"medida"
,,currency,"moneda"
,,bunch,"montón"
,,many,"montón"
,,climb,"montar"
,,mount,"montar"
,,bitten,"mordida"
,,bug,"mosca"
,,relocate,"mover"
,,wrist,"muñeca"
,,guy,"muchacho"
,,kid,"niño"
,,kid,"muchacho"
,,lad,"muchacho"
,,vampire,"murciélago"
,,environment,"naturaleza"
,,necessity,"necesidad"
,,negate,"negar"
,,shop,"negocio"
,,shop,"tienda"
,,trade,"negocio"
,,hearing,"oído"
,,commitment,"obligación"
,,obligation,"obligación"
,,despise,"odiar"
,,hatred,"odio"
,,sale,"oferta"
,,sale,"ventaja"
,,odor,"olor"
,,scent,"olor"
,,opportunity,"oportunidad"
,,organize,"ordenar"
,,lost,"pérdida"
,,dad,"papa"
,,dad,"padre"
,,pope,"papa"
,,packet,"paquete"
,,happen,"pasar"
,,occur,"pasar"
,,pastry,"pastel"
,,pasture,"pasto"
,,rollerblade,"patín"
,,glue,"pegar"
,,paste,"pegar"
,,punch,"pegar"
,,movie,"película"
,,quarrel,"pelea"
,,pardon,"perdonar"
,,remain,"permanecer"
,,remain,"quedarse"
,,let,"permitir"
,,permit,"permitir"
,,gas,"petróleo"
,,gasoline,"petróleo"
,,petroleum,"petróleo"
,,mercy,"piedad"
,,piety,"piedad"
,,battery,"pila"
,,painting,"pintura"
,,apartement,"piso"
,,flat,"piso"
,,pistol,"pistola"
,,appease,"placer"
,,placate,"placer"
,,dish,"plato"
,,dirt,"tierra"
,,dirt,"polvo"
,,powder,"polvo"
,,place,"poner"
,,balcony,"porche"
,,deck,"porche"
,,assumption,"prejuicio"
,,award,"premio"
,,acheive,"pretender"
,,assume,"pretender"
,,demonstrate,"probar"
,,probe,"probar"
,,taste,"probar"
,,quiz,"prueba"
,,inch,"pulgar"
,,period,"punto"
,,joint,"puro"
,,pure,"puro"
,,lament,"quejarse"
,,fury,"rabia"
,,rabies,"rabia"
,,collect,"recoger"
,,present,"regalo"
,,resent,"resentimiento"
,,reply,"respuesta"
,,aftermath,"resultado"
,,score,"resultado"
,,scold,"retar"
,,reunion,"reunión"
,,laughter,"risa"
,,plead,"rogar"
,,supplicate,"rogar"
,,leap,"saltar"
,,salute,"saludar"
,,salvage,"salvar"
,,signal,"señal"
,,signal,"signo"
,,continue,"seguir"
,,pursue,"seguir"
,,serpent,"víbora"
,,serpent,"serpiente"
,,signify,"significar"
,,armchair,"sillón"
,,seat,"silla"
,,about,"sobre"
,,above,"sobre"
,,sofa,"sofá"
,,shade,"sombra"
,,sombrero,"sombrero"
,,sustain,"sostener"
,,soil,"suelo"
,,sum,"sumar"
,,murmur,"susurro"
,,degree,"título"
,,jackhammer,"taladro"
,,afternoon,"tarde"
,,late,"tarde"
,,mug,"taza"
,,roof,"techo"
,,phone,"teléfono"
,,temperament,"temperamento"
,,terminate,"terminar"
,,weather,"tiempo"
,,drop,"tirar"
,,bend,"torcer"
,,turn,"torcer"
,,sandwich,"torta"
,,treat,"tratar"
,,unite,"unir"
,,college,"universidad"
,,use,"usar"
,,viper,"víbora"
,,vacation,"vacación"
,,vacation,"viajar"
,,bravery,"valor"
,,valor,"valor"
,,worth,"valor"
,,veggie,"vegetal"
,,veggie,"verdura"
,,automobil,"vehículo"
,,sail,"vela"
,,conquer,"vencer"
,,overcome,"vencer"
,,vanquish,"vencer"
,,ventilator,"ventilador"
,,greens,"verdura"
,,dressed,"vestido"
,,suit,"vestido"
,,condominium,"villa"
,,villa,"villa"
